Material;Venda_pallet;Embalagem;Quantidade_de_cxs;Data;Quantidade;Peso;Frequencia
28;0,115830116;N5;30;44835;60;81,24;12
28;0,196911197;N5;51;44593;102;138,11;11
28;0,204633205;N5;53;44562;106;143,52;19
28;1,474903475;N5;382;44805;764;1034,46;4
29;0,057915058;N5;15;44835;30;43,92;3
29;0,162162162;N5;42;44593;84;122,98;18
29;0,177606178;N5;46;44743;92;134,69;22
29;0,204633205;N5;53;44621;106;155,18;25
29;0,223938224;N5;58;44713;116;169,82;22
29;0,235521236;N5;61;44805;122;178,61;17
29;0,274131274;N5;71;44866;142;207,89;20
29;0,281853282;N5;73;44682;146;213,74;15
29;0,409266409;N5;106;44652;212;310,37;21
29;0,49034749;N5;127;44774;254;371,86;18
29;0,938223938;N5;243;44562;486;711,5;26
30;0,868725869;N5;225;44652;450;658,8;72
30;0,942084942;N5;244;44835;488;714,43;69
30;0,94980695;N5;246;44774;492;720,29;76
30;1;N5;259;44805;518;758,35;66
30;1,196911197;N5;310;44866;620;907,68;66
30;1,397683398;N5;362;44743;724;1059,94;91
30;1,525096525;N5;395;44593;790;1156,56;72
30;1,625482625;N5;421;44713;842;1232,69;65
30;1,671814672;N5;433;44682;866;1267,82;84
30;2,027027027;N5;525;44562;1050;1537,2;51
30;2,293436293;N5;594;44621;1188;1739,23;89
31;0,616795367;N5;160;44805;319,5;467,75;1
31;0;N5;0;44562;0;0;0
31;0;N5;0;44593;0;0;0
31;0;N5;0;44621;0;0;0
31;0;N5;0;44652;0;0;0
31;0;N5;0;44682;0;0;0
31;0;N5;0;44713;0;0;0
31;0;N5;0;44743;0;0;0
31;0;N5;0;44774;0;0;0
31;0;N5;0;44835;0;0;0
31;0;N5;0;44866;0;0;0
32;1,787644788;N5;463;44866;926;1466,78;117
32;2,308880309;N5;598;44805;1196;1894,46;145
32;2,525096525;N5;654;44835;1308;2071,87;116
32;2,563706564;N5;664;44682;1328;2103,55;180
32;2,94980695;N5;764;44713;1528;2420,35;137
32;2,961389961;N5;767;44621;1534;2426,69;128
32;3,366795367;N5;872;44774;1744;2762,5;143
32;3,691119691;N5;956;44743;1912;3028,61;215
32;3,938223938;N5;1020;44652;2040;3231,36;154
32;5,760617761;N5;1492;44562;2984;4726,66;137
32;6,861003861;N5;1777;44593;3554;5629,54;156
34;0,11969112;N5;31;44621;62;98,21;6
34;0,142857143;N5;37;44774;74;117,22;7
34;0,247104247;N5;64;44866;128;202,75;18
34;0,285714286;N5;74;44652;148;234,43;17
34;0,28957529;N5;75;44713;150;237,6;9
34;0,312741313;N5;81;44835;162;256,61;23
34;0,382239382;N5;99;44682;198;313,63;14
34;0,471042471;N5;122;44593;244;386,5;16
34;0,513513514;N5;133;44805;266;421,34;32
34;0,586872587;N5;152;44562;304;481,54;22
34;0,915057915;N5;237;44743;474;750,82;13
63;0,027027027;N5;7;44562;14;22,22;4
63;0,038610039;N5;10;44866;20;31,74;8
63;0,108108108;N5;28;44835;56;88,87;7
63;0,111969112;N5;29;44652;58;92,05;10
63;0,115830116;N5;30;44774;60;95,22;9
63;0,162162162;N5;42;44743;84;133,31;12
63;0,16988417;N5;44;44621;88;139,66;5
63;0,177606178;N5;46;44805;92;146;13
63;0,185328185;N5;48;44682;96;152,35;15
63;0,227799228;N5;59;44713;118;187,27;6
63;0,72972973;N5;189;44593;378;599,89;13
64;0,44015444;N5;114;44593;228;361,84;32
64;0,583011583;N5;151;44743;302;479,27;52
64;0,915057915;N5;237;44805;474;752,24;34
64;1,065637066;N5;276;44652;552;876,02;42
64;1,123552124;N5;291;44682;582;923,63;30
64;1,208494208;N5;313;44866;626;993,46;37
64;1,212355212;N5;314;44774;628;996,64;48
64;1,247104247;N5;323;44835;646;1025,2;44
64;1,55984556;N5;404;44562;808;1282,3;34
64;1,826254826;N5;473;44713;946;1501,3;57
64;4,312741313;N5;1117;44621;2234;3545,36;43
65;0,104247104;N5;27;44743;54;97,04;5
65;0,285714286;N5;74;44835;148;265,96;41
65;0,33976834;N5;88;44621;176;316,27;27
65;0,501930502;N5;130;44805;260;467,22;54
65;0,50965251;N5;132;44562;264;474,41;25
65;0,617760618;N5;160;44682;320;575,04;40
65;0,77992278;N5;202;44774;404;725,99;56
65;0,803088803;N5;208;44593;416;747,55;40
65;0,868725869;N5;225;44713;450;808,65;26
65;0,957528958;N5;248;44652;496;891,31;50
65;1,749034749;N5;453;44866;906;1628,08;28
66;1,652509653;N5;428;44621;856;1538,23;121
66;1,72972973;N5;448;44652;896;1610,11;117
66;1,783783784;N5;462;44743;924;1660,43;136
66;1,888030888;N5;489;44593;978;1757,47;122
66;2,127413127;N5;551;44774;1102;1980,29;98
66;2,142857143;N5;555;44805;1110;1994,67;84
66;2,355212355;N5;610;44713;1220;2192,34;111
66;2,586872587;N5;670;44562;1340;2407,98;115
66;2,594594595;N5;672;44835;1344;2415,17;117
66;3,189189189;N5;826;44682;1652;2968,64;115
66;3,884169884;N5;1006;44866;2012;3615,56;126
67;0,027027027;N5;7;44805;14;25,16;1
67;0,135135135;N5;35;44593;70;125,79;1
67;0;N5;0;44562;0;0;0
67;0;N5;0;44621;0;0;0
67;0;N5;0;44652;0;0;0
67;0;N5;0;44682;0;0;0
67;0;N5;0;44713;0;0;0
67;0;N5;0;44743;0;0;0
67;0;N5;0;44774;0;0;0
67;0;N5;0;44835;0;0;0
67;0;N5;0;44866;0;0;0
70;0,343590734;N5;89;44593;177,98;353,65;1
70;0;N5;0;44562;0;0;0
70;0;N5;0;44621;0;0;0
70;0;N5;0;44652;0;0;0
70;0;N5;0;44682;0;0;0
70;0;N5;0;44713;0;0;0
70;0;N5;0;44743;0;0;0
70;0;N5;0;44774;0;0;0
70;0;N5;0;44805;0;0;0
70;0;N5;0;44835;0;0;0
70;0;N5;0;44866;0;0;0
144;0,254826255;N5;66;44713;66;210,21;28
144;0,277992278;N5;72;44562;72;229,32;28
144;0,312741313;N5;81;44593;81;257,99;32
144;0,332046332;N5;86;44805;86;273,91;31
144;0,343629344;N5;89;44621;89;283,47;25
144;0,370656371;N5;96;44835;96;305,76;29
144;0,494208494;N5;128;44774;128;407,68;28
144;0,544401544;N5;141;44682;141;449,09;50
144;0,586872587;N5;152;44743;152;484,12;41
144;0,594594595;N5;154;44866;154;490,49;28
144;0,776061776;N5;201;44652;201;640,19;49
145;0,494208494;N5;128;44743;128;407,68;94
145;0,567567568;N5;147;44713;147;468,2;63
145;0,667953668;N5;173;44774;173;551,01;75
145;0,853281853;N5;221;44805;221;703,89;73
145;0,918918919;N5;238;44621;238;758,03;75
145;0,930501931;N5;241;44682;241;767,59;65
145;1,007722008;N5;261;44652;261;831,29;82
145;1,077220077;N5;279;44593;279;888,62;84
145;1,104247104;N5;286;44835;286;910,91;25
145;1,22007722;N5;316;44866;316;1006,46;79
145;1,351351351;N5;350;44562;350;1114,75;74
147;0,386100386;N5;100;44774;100;318,5;1
147;0;N5;0;44562;0;0;0
147;0;N5;0;44593;0;0;0
147;0;N5;0;44621;0;0;0
147;0;N5;0;44652;0;0;0
147;0;N5;0;44682;0;0;0
147;0;N5;0;44713;0;0;0
147;0;N5;0;44743;0;0;0
147;0;N5;0;44805;0;0;0
147;0;N5;0;44835;0;0;0
147;0;N5;0;44866;0;0;0
148;0,011583012;N5;3;44866;3;10,86;3
148;0,011583012;N5;3;44562;3;10,86;1
148;0,027027027;N5;7;44805;7;25,35;4
148;0,030888031;N5;8;44743;8;28,97;5
148;0,030888031;N5;8;44774;8;28,97;4
148;0,042471042;N5;11;44621;11;39,83;4
148;0,057915058;N5;15;44835;15;54,32;5
148;0,069498069;N5;18;44682;18;65,18;9
148;0,131274131;N5;34;44593;34;123,11;10
148;0,181467181;N5;47;44652;47;170,19;5
148;1,324324324;N5;343;44713;343;1242;4
149;0,042471042;N5;11;44835;11;39,83;6
149;0,061776062;N5;16;44805;16;57,94;10
149;0,061776062;N5;16;44713;16;57,94;9
149;0,069498069;N5;18;44774;18;65,18;7
149;0,073359073;N5;19;44743;19;68,8;13
149;0,084942085;N5;22;44652;22;79,66;11
149;0,108108108;N5;28;44621;28;101,39;10
149;0,162162162;N5;42;44866;42;152,08;7
149;0,536679537;N5;139;44682;139;503,32;10
149;0,760617761;N5;197;44593;197;713,34;6
149;1,444015444;N5;374;44562;374;1354,25;5
173;2,799227799;N5;725;44866;362,5;2215,25;98
173;3,598455598;N5;932;44593;466;2847,75;118
173;3,718146718;N5;963;44713;481,5;2942,45;19
173;3,895752896;N5;1009;44562;504,5;3083,01;96
173;4,583011583;N5;1187;44835;593,5;3626,9;148
173;5,250965251;N5;1360;44682;680;4155,5;149
173;5,66023166;N5;1466;44774;733;4479,39;152
173;5,725868726;N5;1483;44652;741,5;4531,32;148
173;6,563706564;N5;1700;44805;850;5194,37;117
173;7,540540541;N5;1953;44621;976,5;5967,41;110
173;10,88803089;N5;2820;44743;1410;8616,53;199
174;3,065637066;N5;794;44835;397;2426,08;82
174;3,540540541;N5;917;44713;458,5;2801,92;125
174;5,11969112;N5;1326;44621;663;4051,64;220
174;6,428571429;N5;1665;44682;832,5;5087,46;261
174;6,55984556;N5;1699;44593;849,5;5191,34;217
174;6,953667954;N5;1801;44774;900,5;5503,01;289
174;7,725868726;N5;2001;44652;1000,5;6114,1;245
174;7,860926641;N5;2036;44805;1017,99;6220,96;162
174;8,895752896;N5;2304;44866;1152;7039,93;297
174;10,35521236;N5;2682;44743;1341;8194,9;295
174;15,93050193;N5;4126;44562;2063;12607,03;168
215;0,015444015;N5;4;44713;2;10,92;2
215;0,030888031;N5;8;44743;4;21,85;3
215;0,030888031;N5;8;44835;4;21,85;2
215;0,034749035;N5;9;44866;4,5;24,58;4
215;0,042471042;N5;11;44682;5,5;30,04;10
215;0,042471042;N5;11;44774;5,5;30,04;5
215;0,065637066;N5;17;44621;8,5;46,43;6
215;0,081081081;N5;21;44562;10,5;57,35;9
215;0,104247104;N5;27;44593;13,5;73,74;9
215;0,146718147;N5;38;44652;19;103,78;9
215;0,185328185;N5;48;44805;24;131,09;5
216;0,038610039;N5;10;44866;5;27,31;5
216;0,042471042;N5;11;44593;5,5;30,04;7
216;0,054054054;N5;14;44743;7;38,23;8
216;0,057915058;N5;15;44835;7,5;40,97;7
216;0,057915058;N5;15;44774;7,5;40,97;5
216;0,073359073;N5;19;44805;9,5;51,89;10
216;0,077220077;N5;20;44713;10;54,62;5
216;0,081081081;N5;21;44682;10,5;57,35;11
216;0,127413127;N5;33;44621;16,5;90,12;15
216;0,150579151;N5;39;44652;19,5;106,51;15
216;0,223938224;N5;58;44562;29;158,4;19
218;0,003861004;N5;1;44713;0,5;3,09;1
218;0,007722008;N5;2;44621;1;6,18;1
218;0,007722008;N5;2;44743;1;6,18;1
218;0,011583012;N5;3;44682;1,5;9,28;3
218;0,019305019;N5;5;44774;2,5;15,46;4
218;0,023166023;N5;6;44805;3;18,55;2
218;0,077220077;N5;20;44652;10;61,83;8
218;0;N5;0;44562;0;0;0
218;0;N5;0;44593;0;0;0
218;0;N5;0;44835;0;0;0
218;0;N5;0;44866;0;0;0
220;0,003861004;N5;1;44835;0,5;3,45;1
220;0,015444015;N5;4;44805;2;13,8;3
220;0,015444015;N5;4;44713;2;13,8;1
220;0,023166023;N5;6;44866;3;20,7;3
220;0,034749035;N5;9;44774;4,5;31,05;5
220;0,038610039;N5;10;44682;5;34,5;7
220;0,054054054;N5;14;44743;7;48,3;8
220;0,096525097;N5;25;44652;12,5;86,24;15
220;0,131274131;N5;34;44621;17;117,28;5
220;0;N5;0;44562;0;0;0
220;0;N5;0;44593;0;0;0
245;0,193050193;N5;50;44743;25;167,5;11
245;0,254826255;N5;66;44866;33;221,1;16
245;0,277992278;N5;72;44805;36;241,2;29
245;0,370656371;N5;96;44593;48;321,6;37
245;0,397683398;N5;103;44652;51,5;345,05;38
245;0,478764479;N5;124;44835;62;415,4;22
245;0,536679537;N5;139;44682;69,5;465,65;37
245;0,55984556;N5;145;44713;72,5;485,75;25
245;0,586872587;N5;152;44621;76;509,2;33
245;0,648648649;N5;168;44774;84;562,8;39
245;0,938223938;N5;243;44562;121,5;814,05;36
246;0,254826255;N5;66;44652;33;221,1;18
246;0,312741313;N5;81;44805;40,5;271,35;24
246;0,768339768;N5;199;44743;99,5;666,65;57
246;0,810810811;N5;210;44835;105;703,5;28
246;0,926640927;N5;240;44866;120;804;80
246;0,934362934;N5;242;44682;121;810,7;82
246;0,965250965;N5;250;44562;125;837,5;73
246;1,127413127;N5;292;44774;146;978,2;64
246;1,158301158;N5;300;44713;150;1005;72
246;1,177606178;N5;305;44621;152,5;1021,75;39
246;3,478764479;N5;901;44593;450,5;3018,35;49
248;0,088803089;N5;23;44866;11,5;89,67;12
248;0,181467181;N5;47;44805;23,5;183,24;23
248;0,243243243;N5;63;44593;31,5;245,62;36
248;0,285714286;N5;74;44621;37;288,5;27
248;0,33976834;N5;88;44713;44;343,08;26
248;0,351351351;N5;91;44682;45,5;354,77;38
248;0,370656371;N5;96;44835;48;374,26;25
248;0,498069498;N5;129;44743;64,5;502,92;35
248;0,50965251;N5;132;44774;66;514,61;44
248;0,513513514;N5;133;44652;66,5;518,51;39
248;0,841698842;N5;218;44562;109;849,88;39
294;0,104247104;N5;27;44682;5,4;71,93;12
294;0,108108108;N5;28;44593;5,6;74,59;8
294;0,11969112;N5;31;44866;6,2;82,58;8
294;0,135135135;N5;35;44652;7;93,24;13
294;0,138996139;N5;36;44805;7,2;95,9;7
294;0,146718147;N5;38;44743;7,6;101,23;11
294;0,162162162;N5;42;44774;8,4;111,89;10
294;0,177606178;N5;46;44713;9,2;122,54;11
294;0,301158301;N5;78;44621;15,6;207,79;20
294;0,451737452;N5;117;44562;23,4;311,69;20
294;0;N5;0;44835;0;0;0
295;0,11969112;N5;31;44743;6,2;82,58;10
295;0,127413127;N5;33;44682;6,6;87,91;10
295;0,131274131;N5;34;44774;6,8;90,58;12
295;0,142857143;N5;37;44835;7,4;98,57;6
295;0,166023166;N5;43;44621;8,6;114,55;8
295;0,189189189;N5;49;44805;9,8;130,54;13
295;0,231660232;N5;60;44866;12;159,84;15
295;0,370656371;N5;96;44652;19,2;255,74;20
295;0,447876448;N5;116;44562;23,2;309,02;15
295;0,471042471;N5;122;44713;24,4;325,01;6
295;0,575289575;N5;149;44593;29,8;396,94;15
296;0,115830116;N5;30;44713;6;91,74;9
296;0,127413127;N5;33;44774;6,6;100,91;11
296;0,131274131;N5;34;44682;6,8;103,97;16
296;0,189189189;N5;49;44743;9,8;149,84;13
296;0,200772201;N5;52;44593;10,4;159,02;7
296;0,22007722;N5;57;44866;11,4;174,31;13
296;0,332046332;N5;86;44835;17,2;262,99;16
296;0,397683398;N5;103;44652;20,6;314,97;14
296;0,714285714;N5;185;44562;37;565,73;14
296;1,034749035;N5;268;44805;53,6;819,54;11
296;2,505791506;N5;649;44621;129,8;1984,64;15
297;0,239382239;N5;62;44774;12,4;189,6;18
297;0,239382239;N5;62;44682;12,4;189,6;14
297;0,247104247;N5;64;44713;12,8;195,71;14
297;0,335907336;N5;87;44866;17,4;266,05;16
297;0,33976834;N5;88;44621;17,6;269,1;20
297;0,444015444;N5;115;44562;23;351,67;14
297;0,471042471;N5;122;44743;24,4;373,08;22
297;0,494208494;N5;128;44835;25,6;391,42;21
297;0,494208494;N5;128;44805;25,6;391,42;15
297;0,749034749;N5;194;44652;38,8;593,25;13
297;0,972972973;N5;252;44593;50,4;770,62;16
298;0,192277992;N5;50;44652;9,96;152,29;1
298;0;N5;0;44562;0;0;0
298;0;N5;0;44593;0;0;0
298;0;N5;0;44621;0;0;0
298;0;N5;0;44682;0;0;0
298;0;N5;0;44713;0;0;0
298;0;N5;0;44743;0;0;0
298;0;N5;0;44774;0;0;0
298;0;N5;0;44805;0;0;0
298;0;N5;0;44835;0;0;0
298;0;N5;0;44866;0;0;0
299;0,042471042;N5;11;44805;2,2;36;4
299;0,142857143;N5;37;44621;7,4;121,1;18
299;0,193050193;N5;50;44652;10;163,65;9
299;0,212355212;N5;55;44866;11;180,02;14
299;0,243243243;N5;63;44593;12,6;206,2;24
299;0,366795367;N5;95;44682;19;310,94;30
299;0,444015444;N5;115;44713;23;376,4;15
299;0,55984556;N5;145;44835;29;474,59;17
299;0,644787645;N5;167;44774;33,4;546,59;22
299;0,667953668;N5;173;44743;34,6;566,23;27
299;0,938223938;N5;243;44562;48,6;795,34;36
300;0,038610039;N5;10;44593;2;32,73;6
300;0,173745174;N5;45;44682;9;147,29;16
300;0,173745174;N5;45;44713;9;147,29;11
300;0,204633205;N5;53;44774;10,6;173,47;16
300;0,22007722;N5;57;44652;11,4;186,56;23
300;0,231660232;N5;60;44866;12;196,38;18
300;0,274131274;N5;71;44835;14,2;232,38;18
300;0,343629344;N5;89;44805;17,8;291,3;25
300;0,432432432;N5;112;44621;22,4;366,58;29
300;1,069498069;N5;277;44562;55,4;906,62;18
300;0;N5;0;44743;-10,2;-166,92;22
301;0,095752896;N5;25;44652;4,96;81,17;1
301;0;N5;0;44562;0;0;0
301;0;N5;0;44593;0;0;0
301;0;N5;0;44621;0;0;0
301;0;N5;0;44682;0;0;0
301;0;N5;0;44713;0;0;0
301;0;N5;0;44743;0;0;0
301;0;N5;0;44774;0;0;0
301;0;N5;0;44805;0;0;0
301;0;N5;0;44835;0;0;0
301;0;N5;0;44866;0;0;0
302;0,019305019;N5;5;44713;1;17,97;1
302;0,046332046;N5;12;44593;2,4;43,12;7
302;0,05019305;N5;13;44652;2,6;46,71;9
302;0,077220077;N5;20;44805;4;71,86;9
302;0,081081081;N5;21;44743;4,2;75,45;11
302;0,123552124;N5;32;44835;6,4;114,98;4
302;0,127413127;N5;33;44682;6,6;118,57;22
302;0,135135135;N5;35;44621;7;125,76;13
302;0,162162162;N5;42;44774;8,4;150,91;16
302;0,60984556;N5;158;44866;31,59;567,51;5
302;1,258687259;N5;326;44562;65,2;1171,32;12
327;0,003485935;N5;1;44713;6,32;1,86;1
327;0,065637066;N5;17;44682;119;35,11;1
327;0;N5;0;44562;0;0;0
327;0;N5;0;44593;0;0;0
327;0;N5;0;44621;0;0;0
327;0;N5;0;44652;0;0;0
327;0;N5;0;44743;0;0;0
327;0;N5;0;44774;0;0;0
327;0;N5;0;44805;0;0;0
327;0;N5;0;44835;0;0;0
327;0;N5;0;44866;0;0;0
337;0,057915058;N5;15;44593;30;31,05;1
337;0;N5;0;44562;0;0;0
337;0;N5;0;44621;0;0;0
337;0;N5;0;44652;0;0;0
337;0;N5;0;44682;0;0;0
337;0;N5;0;44713;0;0;0
337;0;N5;0;44743;0;0;0
337;0;N5;0;44774;0;0;0
337;0;N5;0;44805;0;0;0
337;0;N5;0;44835;0;0;0
337;0;N5;0;44866;0;0;0
339;0,895752896;N5;232;44562;464;531,28;1
339;0;N5;0;44593;0;0;0
339;0;N5;0;44621;0;0;0
339;0;N5;0;44652;0;0;0
339;0;N5;0;44682;0;0;0
339;0;N5;0;44713;0;0;0
339;0;N5;0;44743;0;0;0
339;0;N5;0;44774;0;0;0
339;0;N5;0;44805;0;0;0
339;0;N5;0;44835;0;0;0
339;0;N5;0;44866;0;0;0
342;0,096525097;N5;25;44593;50;63,25;1
342;0,096525097;N5;25;44621;50;63,25;1
342;0,096525097;N5;25;44652;50;63,25;1
342;0,096525097;N5;25;44713;50;63,25;1
342;0,096525097;N5;25;44774;50;63,25;1
342;0,239382239;N5;62;44805;124;156,86;3
342;0,787644788;N5;204;44743;408;516,12;1
342;0;N5;0;44562;0;0;0
342;0;N5;0;44682;0;0;0
342;0;N5;0;44835;0;0;0
342;0;N5;0;44866;0;0;0
348;1,158301158;N5;300;44621;300;522,3;2
348;0;N5;0;44562;0;0;0
348;0;N5;0;44593;0;0;0
348;0;N5;0;44652;0;0;0
348;0;N5;0;44682;0;0;0
348;0;N5;0;44713;0;0;0
348;0;N5;0;44743;0;0;0
348;0;N5;0;44774;0;0;0
348;0;N5;0;44805;0;0;0
348;0;N5;0;44835;0;0;0
348;0;N5;0;44866;0;0;0
361;0,185328185;N5;48;44805;48;137,76;1
361;0;N5;0;44562;0;0;0
361;0;N5;0;44593;0;0;0
361;0;N5;0;44621;0;0;0
361;0;N5;0;44652;0;0;0
361;0;N5;0;44682;0;0;0
361;0;N5;0;44713;0;0;0
361;0;N5;0;44743;0;0;0
361;0;N5;0;44774;0;0;0
361;0;N5;0;44835;0;0;0
361;0;N5;0;44866;0;0;0
369;0,148378378;N5;38;44713;38,43;96,61;1
369;0,153050193;N5;40;44866;39,64;99,66;1
369;0;N5;0;44562;0;0;0
369;0;N5;0;44593;0;0;0
369;0;N5;0;44621;0;0;0
369;0;N5;0;44652;0;0;0
369;0;N5;0;44682;0;0;0
369;0;N5;0;44743;0;0;0
369;0;N5;0;44774;0;0;0
369;0;N5;0;44805;0;0;0
369;0;N5;0;44835;0;0;0
370;0,007722008;N5;2;44682;2;5,9;1
370;0,752895753;N5;195;44805;195;575,25;1
370;0;N5;0;44562;0;0;0
370;0;N5;0;44593;0;0;0
370;0;N5;0;44621;0;0;0
370;0;N5;0;44652;0;0;0
370;0;N5;0;44713;0;0;0
370;0;N5;0;44743;0;0;0
370;0;N5;0;44774;0;0;0
370;0;N5;0;44835;0;0;0
370;0;N5;0;44866;0;0;0
371;0,104980695;N5;27;44866;27,19;86,19;1
371;0,123552124;N5;32;44682;32;101,44;1
371;0;N5;0;44562;0;0;0
371;0;N5;0;44593;0;0;0
371;0;N5;0;44621;0;0;0
371;0;N5;0;44652;0;0;0
371;0;N5;0;44713;0;0;0
371;0;N5;0;44743;0;0;0
371;0;N5;0;44774;0;0;0
371;0;N5;0;44805;0;0;0
371;0;N5;0;44835;0;0;0
377;0,003861004;N5;1;44835;0,5;2,72;1
377;0,135135135;N5;35;44866;17,5;95,2;1
377;0;N5;0;44562;0;0;0
377;0;N5;0;44593;0;0;0
377;0;N5;0;44621;0;0;0
377;0;N5;0;44652;0;0;0
377;0;N5;0;44682;0;0;0
377;0;N5;0;44713;0;0;0
377;0;N5;0;44743;0;0;0
377;0;N5;0;44774;0;0;0
377;0;N5;0;44805;0;0;0
483;0,007722008;N5;2;44682;10;6,04;2
483;0,015444015;N5;4;44743;20;12,08;3
483;0,030888031;N5;8;44866;40;24,16;1
483;0,038610039;N5;10;44805;50;30,2;1
483;0,042471042;N5;11;44621;55;33,22;4
483;0,046332046;N5;12;44652;60;36,24;2
483;0,065637066;N5;17;44713;85;51,34;2
483;0,081081081;N5;21;44562;105;63,42;2
483;0,081081081;N5;21;44774;105;63,42;2
483;0,084942085;N5;22;44593;110;66,44;3
483;0;N5;0;44835;0;0;0
485;0,003861004;N5;1;44562;5;3,21;1
485;0,054054054;N5;14;44835;70;44,87;1
485;0,158301158;N5;41;44593;205;131,41;6
485;0,166023166;N5;43;44774;215;137,82;10
485;0,247104247;N5;64;44743;320;205,12;29
485;0,343629344;N5;89;44713;445;285,25;23
485;0,478764479;N5;124;44621;620;397,42;29
485;0,613899614;N5;159;44682;795;509,6;30
485;1,216216216;N5;315;44652;1575;1009,58;32
485;0;N5;0;44805;0;0;2
485;0;N5;0;44866;0;0;0
486;0,042471042;N5;11;44682;55;35,26;7
486;0,077220077;N5;20;44774;100;64,1;6
486;0,324324324;N5;84;44743;420;269,22;48
486;1,77992278;N5;461;44866;2305;1477,51;55
486;1,799227799;N5;466;44562;2330;1493,53;87
486;1,88030888;N5;487;44652;2435;1560,84;139
486;2,208494208;N5;572;44621;2860;1833,26;165
486;3,108108108;N5;805;44593;4025;2580,03;152
486;0;N5;0;44713;0;0;0
486;0;N5;0;44805;0;0;0
486;0;N5;0;44835;0;0;0
487;0,015444015;N5;4;44593;20;12,82;3
487;0,065637066;N5;17;44621;85;54,49;7
487;0,166023166;N5;43;44743;215;137,82;9
487;0,16988417;N5;44;44774;220;141,02;12
487;0,16988417;N5;44;44805;220;141,02;4
487;0,227799228;N5;59;44713;295;189,1;9
487;0,471042471;N5;122;44682;610;391,01;16
487;0,471042471;N5;122;44652;610;391,01;5
487;0;N5;0;44562;0;0;0
487;0;N5;0;44835;0;0;0
487;0;N5;0;44866;0;0;0
489;0,011583012;N5;3;44866;15;10,65;3
489;0,046332046;N5;12;44593;60;42,6;8
489;0,05019305;N5;13;44835;65;46,15;4
489;0,077220077;N5;20;44562;100;71;10
489;0,084942085;N5;22;44682;110;78,1;12
489;0,084942085;N5;22;44713;110;78,1;7
489;0,088803089;N5;23;44805;115;81,65;7
489;0,108108108;N5;28;44652;140;99,4;16
489;0,11969112;N5;31;44621;155;110,05;5
489;0,162162162;N5;42;44774;210;149,1;12
489;0,181467181;N5;47;44743;235;166,85;7
490;0,613899614;N5;159;44621;795;564,45;45
490;0,644787645;N5;167;44682;835;592,85;60
490;0,648648649;N5;168;44835;840;596,4;33
490;0,664092664;N5;172;44743;860;610,6;61
490;0,664092664;N5;172;44652;860;610,6;39
490;0,698841699;N5;181;44593;905;642,55;39
490;0,714285714;N5;185;44774;925;656,75;27
490;0,806949807;N5;209;44805;1045;741,95;44
490;1,073359073;N5;278;44713;1390;986,9;49
490;1,305019305;N5;338;44562;1690;1199,9;38
490;1,667953668;N5;432;44866;2160;1533,6;46
491;0,227799228;N5;59;44593;295;218,6;9
491;0,258687259;N5;67;44682;335;248,24;22
491;0,694980695;N5;180;44621;900;666,9;55
491;1,274131274;N5;330;44652;1650;1222,65;50
491;0;N5;0;44562;0;0;0
491;0;N5;0;44713;0;0;0
491;0;N5;0;44743;0;0;0
491;0;N5;0;44774;0;0;0
491;0;N5;0;44805;0;0;0
491;0;N5;0;44835;0;0;0
491;0;N5;0;44866;0;0;0
492;0,003861004;N5;1;44713;5;3,71;3
492;0,006177606;N5;2;44805;8;5,94;4
492;0,015444015;N5;4;44866;20;14,82;3
492;0,030888031;N5;8;44835;40;29,64;2
492;0,432432432;N5;112;44774;560;414,96;11
492;0,436293436;N5;113;44743;565;418,67;53
492;0,643073359;N5;167;44682;832,78;617,09;29
492;0,671814672;N5;174;44652;870;644,67;43
492;0,957528958;N5;248;44562;1240;918,84;53
492;2,799227799;N5;725;44621;3625;2686,13;224
492;3,32046332;N5;860;44593;4300;3186,3;203
493;0,003861004;N5;1;44682;5;3,71;1
493;0,108108108;N5;28;44652;140;103,74;7
493;0,181467181;N5;47;44593;235;174,14;8
493;0,416988417;N5;108;44621;540;400,14;16
493;0;N5;0;44562;0;0;0
493;0;N5;0;44713;0;0;0
493;0;N5;0;44743;0;0;0
493;0;N5;0;44774;0;0;0
493;0;N5;0;44805;0;0;0
493;0;N5;0;44835;0;0;0
493;0;N5;0;44866;0;0;0
494;0,007722008;N5;2;44774;10;7,41;2
494;0,015444015;N5;4;44713;20;14,82;1
494;0,034749035;N5;9;44835;45;33,35;3
494;0,042471042;N5;11;44805;55;40,76;4
494;0,046332046;N5;12;44682;60;44,46;2
494;0,061776062;N5;16;44621;80;59,28;1
494;0,108108108;N5;28;44866;140;103,74;3
494;0,158301158;N5;41;44743;205;151,91;2
494;0;N5;0;44562;0;0;0
494;0;N5;0;44593;0;0;0
494;0;N5;0;44652;0;0;0
503;0,034749035;N5;9;44835;18;20,09;3
503;0,042471042;N5;11;44593;22;24,55;9
503;0,057915058;N5;15;44562;30;33,48;4
503;0,061776062;N5;16;44621;32;35,71;6
503;0,077220077;N5;20;44866;40;44,64;7
503;0,104247104;N5;27;44774;54;60,26;8
503;0,11969112;N5;31;44682;62;69,19;8
503;0,135135135;N5;35;44805;70;78,12;10
503;0,212355212;N5;55;44743;110;122,76;13
503;0,239382239;N5;62;44652;124;138,38;12
503;0;N5;0;44713;0;0;0
504;0,494208494;N5;128;44866;256;285,7;32
504;0,528957529;N5;137;44593;274;305,78;35
504;0,567567568;N5;147;44682;294;328,1;46
