Material;Venda_pallet;Embalagem;Quantidade_de_cxs;Data;Quantidade;Peso;Frequencia
4256;0,106666667;N3;56;44743;112;62,72;22
4256;0,108571429;N3;57;44866;114;63,84;17
4256;0,173333333;N3;91;44713;182;101,92;33
4256;0,196190476;N3;103;44682;206;115,36;31
4256;0,224761905;N3;118;44652;236;132,16;36
4256;0,306666667;N3;161;44805;322;180,32;38
4256;0,327619048;N3;172;44621;344;192,64;30
4256;0,371428571;N3;195;44562;390;218,4;33
4256;0,375238095;N3;197;44774;394;220,64;43
4257;0,219047619;N3;115;44652;230;147,2;49
4257;0,251428571;N3;132;44593;264;168,96;62
4257;0,28952381;N3;152;44682;304;194,56;51
4257;0,321904762;N3;169;44562;338;216,32;55
4257;0,35047619;N3;184;44866;368;235,52;44
4257;0,379047619;N3;199;44713;398;254,72;53
4257;0,394285714;N3;207;44835;414;264,96;38
4257;0,453333333;N3;238;44805;476;304,64;107
4257;0,457142857;N3;240;44621;480;307,2;76
4257;0,678095238;N3;356;44774;712;455,68;105
4257;0;N3;0;44743;0;0;0
4258;0,007619048;N3;4;44593;8;5,12;2
4258;0,019047619;N3;10;44562;20;12,8;5
4258;0,019047619;N3;10;44805;20;12,8;4
4258;0,020952381;N3;11;44652;22;14,08;5
4258;0,041904762;N3;22;44743;44;28,16;13
4258;0,041904762;N3;22;44866;44;28,16;6
4258;0,076190476;N3;40;44621;80;51,2;6
4258;0,095238095;N3;50;44835;100;64;11
4258;0,097142857;N3;51;44682;102;65,28;2
4258;0,152380952;N3;80;44774;160;102,4;15
4258;0,158095238;N3;83;44713;166;106,24;8
4259;0,017142857;N3;9;44743;18;13,32;11
4259;0,019047619;N3;10;44835;20;14,8;6
4259;0,104761905;N3;55;44562;110;81,4;29
4259;0,16952381;N3;89;44593;178;131,72;50
4259;0,173333333;N3;91;44713;182;134,68;41
4259;0,184761905;N3;97;44866;194;143,56;24
4259;0,188571429;N3;99;44652;198;146,52;27
4259;0,222857143;N3;117;44621;234;173,16;44
4259;0,241904762;N3;127;44682;254;187,96;34
4259;0,354285714;N3;186;44774;372;275,28;68
4259;0,388571429;N3;204;44805;408;301,92;64
4302;0,085714286;N3;45;44562;225;38,25;11
4302;0,158095238;N3;83;44682;415;70,55;33
4302;0,173333333;N3;91;44593;455;77,35;29
4302;0,192380952;N3;101;44713;505;85,85;27
4302;0,201904762;N3;106;44652;530;90,1;31
4302;0,203809524;N3;107;44774;535;90,95;25
4302;0,217142857;N3;114;44866;570;96,9;31
4302;0,222857143;N3;117;44835;585;99,45;30
4302;0,224761905;N3;118;44805;590;100,3;27
4302;0,228571429;N3;120;44621;600;102;29
4302;0,241904762;N3;127;44743;635;107,95;35
4303;0,001904762;N3;1;44593;5;0,85;1
4303;0,04;N3;21;44805;105;17,85;1
4303;0,074285714;N3;39;44743;195;33,15;1
4303;0;N3;0;44562;0;0;0
4303;0;N3;0;44621;0;0;0
4303;0;N3;0;44652;0;0;0
4303;0;N3;0;44682;0;0;0
4303;0;N3;0;44713;0;0;0
4303;0;N3;0;44774;0;0;0
4303;0;N3;0;44835;0;0;0
4303;0;N3;0;44866;0;0;0
4304;0,365714286;N3;192;44866;960;205,44;36
4304;0,380952381;N3;200;44713;1000;214;38
4304;0,424761905;N3;223;44805;1115;238,61;34
4304;0,518095238;N3;272;44652;1360;291,04;38
4304;0,584761905;N3;307;44774;1535;328,49;35
4304;0,588571429;N3;309;44562;1545;330,63;34
4304;0,615238095;N3;323;44593;1615;345,61;40
4304;0,704761905;N3;370;44835;1850;395,9;34
4304;0,721904762;N3;379;44743;1895;405,53;57
4304;0,807619048;N3;424;44621;2120;453,68;43
4304;0,84952381;N3;446;44682;2230;477,22;51
4320;0,055238095;N3;29;44652;145;26,39;11
4320;0,087619048;N3;46;44713;230;41,86;17
4320;0,137142857;N3;72;44866;360;65,52;27
4320;0,15047619;N3;79;44593;395;71,89;19
4320;0,152380952;N3;80;44805;400;72,8;22
4320;0,19047619;N3;100;44562;500;91;20
4320;0,232380952;N3;122;44835;610;111,02;22
4320;0,241904762;N3;127;44743;635;115,57;37
4320;0,276190476;N3;145;44774;725;131,95;35
4320;0,651428571;N3;342;44621;1710;311,22;40
4320;0,695238095;N3;365;44682;1825;332,15;26
4321;0,001904762;N3;1;44713;5;0,91;1
4321;0,165714286;N3;87;44652;435;79,17;1
4321;0,19047619;N3;100;44593;500;91;1
4321;0,266666667;N3;140;44621;700;127,4;2
4321;0,266666667;N3;140;44562;700;127,4;1
4321;0,594285714;N3;312;44682;1560;283,92;4
4321;0;N3;0;44743;0;0;0
4321;0;N3;0;44774;0;0;0
4321;0;N3;0;44805;0;0;0
4321;0;N3;0;44835;0;0;0
4321;0;N3;0;44866;0;0;0
4322;0,67047619;N3;352;44805;1760;341,44;74
4322;0,723809524;N3;380;44774;1900;368,6;84
4322;0,748571429;N3;393;44562;1965;381,21;80
4322;0,767619048;N3;403;44593;2015;390,91;69
4322;0,813333333;N3;427;44835;2135;414,19;75
4322;0,826666667;N3;434;44866;2170;420,98;70
4322;0,967619048;N3;508;44713;2540;492,76;81
4322;1,005714286;N3;528;44621;2640;512,16;102
4322;1,091428571;N3;573;44682;2865;555,81;68
4322;1,44;N3;756;44652;3780;733,32;82
4322;1,634285714;N3;858;44743;4290;832,26;113
4323;0,04;N3;21;44652;105;20,37;7
4323;0,04;N3;21;44593;105;20,37;5
4323;0,060952381;N3;32;44805;160;31,04;9
4323;0,08;N3;42;44835;210;40,74;10
4323;0,091428571;N3;48;44743;240;46,56;12
4323;0,095238095;N3;50;44866;250;48,5;7
4323;0,121904762;N3;64;44774;320;62,08;5
4323;0,127619048;N3;67;44562;335;64,99;13
4323;0,177142857;N3;93;44621;465;90,21;15
4323;0,179047619;N3;94;44713;470;91,18;8
4323;0,23047619;N3;121;44682;605;117,37;17
4335;0,051428571;N3;27;44562;135;29,16;17
4335;0,072380952;N3;38;44866;190;41,04;19
4335;0,074285714;N3;39;44774;195;42,12;18
4335;0,081904762;N3;43;44835;215;46,44;24
4335;0,100952381;N3;53;44593;265;57,24;20
4335;0,121904762;N3;64;44621;320;69,12;20
4335;0,148571429;N3;78;44682;390;84,24;33
4335;0,158095238;N3;83;44713;415;89,64;24
4335;0,16;N3;84;44743;420;90,72;25
4335;0,167619048;N3;88;44805;440;95,04;22
4335;0,186666667;N3;98;44652;490;105,84;32
4336;0,003809524;N3;2;44713;10;2,16;3
4336;0,003809524;N3;2;44593;10;2,16;2
4336;0,00952381;N3;5;44774;25;5,4;3
4336;0,015238095;N3;8;44805;40;8,64;5
4336;0,015238095;N3;8;44621;40;8,64;4
4336;0,017142857;N3;9;44743;45;9,72;3
4336;0,026666667;N3;14;44682;70;15,12;6
4336;0,026666667;N3;14;44562;70;15,12;4
4336;0,066666667;N3;35;44866;175;37,8;2
4336;0,083809524;N3;44;44835;220;47,52;3
4336;0,102857143;N3;54;44652;270;58,32;6
4338;0,015238095;N3;8;44774;40;9,6;4
4338;0,019047619;N3;10;44593;50;12;7
4338;0,026666667;N3;14;44866;70;16,8;9
4338;0,028571429;N3;15;44562;75;18;11
4338;0,047619048;N3;25;44682;125;30;14
4338;0,062857143;N3;33;44743;165;39,6;13
4338;0,066666667;N3;35;44621;175;42;12
4338;0,072380952;N3;38;44652;190;45,6;14
4338;0,085714286;N3;45;44835;225;54;13
4338;0,133333333;N3;70;44805;350;84;20
4338;0,133333333;N3;70;44713;350;84;16
4339;0,373333333;N3;196;44805;980;235,2;1
4339;0,563809524;N3;296;44652;1480;355,2;2
4339;0;N3;0;44562;0;0;0
4339;0;N3;0;44593;0;0;0
4339;0;N3;0;44621;0;0;0
4339;0;N3;0;44682;0;0;0
4339;0;N3;0;44713;0;0;0
4339;0;N3;0;44743;0;0;0
4339;0;N3;0;44774;0;0;0
4339;0;N3;0;44835;0;0;0
4339;0;N3;0;44866;0;0;0
4340;0,123809524;N3;65;44866;325;88,4;29
4340;0,123809524;N3;65;44593;325;88,4;28
4340;0,177142857;N3;93;44621;465;126,48;18
4340;0,184761905;N3;97;44774;485;131,92;36
4340;0,188571429;N3;99;44562;495;134,64;27
4340;0,201904762;N3;106;44713;530;144,16;34
4340;0,23047619;N3;121;44835;605;164,56;24
4340;0,255238095;N3;134;44682;670;182,24;44
4340;0,419047619;N3;220;44652;1100;299,2;55
4340;0,43047619;N3;226;44805;1130;307,36;32
4340;0,725714286;N3;381;44743;1905;518,16;54
4347;0,643809524;N3;338;44593;676;306,904;58
4347;0,662857143;N3;348;44562;696;315,984;46
4347;0,796190476;N3;418;44713;836;379,544;52
4347;0,906666667;N3;476;44621;952;432,208;52
4347;0,921904762;N3;484;44743;968;439,472;87
4347;0,948571429;N3;498;44682;996;452,184;84
4347;0,96952381;N3;509;44866;1018;462,172;63
4347;1,100952381;N3;578;44835;1156;524,824;57
4347;1,165714286;N3;612;44805;1224;555,696;75
4347;1,192380952;N3;626;44652;1252;568,408;72
4347;1,647619048;N3;865;44774;1730;785,42;48
4356;0,062857143;N3;33;44866;66;30,096;16
4356;0,127619048;N3;67;44652;134;61,104;26
4356;0,139047619;N3;73;44805;146;66,576;24
4356;0,144761905;N3;76;44562;152;69,312;15
4356;0,15047619;N3;79;44774;158;72,048;19
4356;0,186666667;N3;98;44682;196;89,376;21
4356;0,198095238;N3;104;44835;208;94,848;17
4356;0,219047619;N3;115;44593;230;104,88;14
4356;0,222857143;N3;117;44621;234;106,704;32
4356;0,226666667;N3;119;44713;238;108,528;22
4356;0,348571429;N3;183;44743;366;166,896;19
4357;0,118095238;N3;62;44713;124;62,496;20
4357;0,12;N3;63;44743;126;63,504;19
4357;0,142857143;N3;75;44682;150;75,6;25
4357;0,154285714;N3;81;44652;162;81,648;27
4357;0,156190476;N3;82;44562;164;82,656;34
4357;0,232380952;N3;122;44593;244;122,976;28
4357;0,234285714;N3;123;44774;246;123,984;28
4357;0,266666667;N3;140;44805;280;141,12;23
4357;0,312380952;N3;164;44835;328;165,312;22
4357;0,337142857;N3;177;44621;354;178,416;36
4357;0,411428571;N3;216;44866;432;217,728;19
4365;0,03047619;N3;16;44562;32;15,68;6
4365;0,038095238;N3;20;44713;40;19,6;11
4365;0,051428571;N3;27;44866;54;26,46;13
4365;0,053333333;N3;28;44835;56;27,44;16
4365;0,062857143;N3;33;44652;66;32,34;16
4365;0,064761905;N3;34;44805;68;33,32;15
4365;0,068571429;N3;36;44682;72;35,28;18
4365;0,106666667;N3;56;44743;112;54,88;21
4365;0,131428571;N3;69;44593;138;67,62;23
4365;0,154285714;N3;81;44621;162;79,38;19
4365;0;N3;0;44774;-14;-6,86;14
4366;0,005714286;N3;3;44562;6;3,66;3
4366;0,032380952;N3;17;44866;34;20,74;8
4366;0,034285714;N3;18;44835;36;21,96;8
4366;0,047619048;N3;25;44593;50;30,5;12
4366;0,051428571;N3;27;44652;54;32,94;16
4366;0,062857143;N3;33;44805;66;40,26;16
4366;0,07047619;N3;37;44621;74;45,14;12
4366;0,087619048;N3;46;44774;92;56,12;15
4366;0,100952381;N3;53;44743;106;64,66;19
4366;0,36;N3;189;44682;378;230,58;16
4366;0,500952381;N3;263;44713;526;320,86;12
4383;0,043809524;N3;23;44593;115;26,45;1
4383;0,07047619;N3;37;44652;185;42,55;2
4383;0,113093333;N3;59;44682;296,87;68,28;1
4383;0;N3;0;44562;0;0;0
4383;0;N3;0;44621;0;0;0
4383;0;N3;0;44713;0;0;0
4383;0;N3;0;44743;0;0;0
4383;0;N3;0;44774;0;0;0
4383;0;N3;0;44805;0;0;0
4383;0;N3;0;44835;0;0;0
4383;0;N3;0;44866;0;0;0
4391;0,087619048;N3;46;44562;230;45,08;1
4391;0,118095238;N3;62;44835;310;60,76;2
4391;0;N3;0;44593;0;0;0
4391;0;N3;0;44621;0;0;0
4391;0;N3;0;44652;0;0;0
4391;0;N3;0;44682;0;0;0
4391;0;N3;0;44713;0;0;0
4391;0;N3;0;44743;0;0;0
4391;0;N3;0;44774;0;0;0
4391;0;N3;0;44805;0;0;0
4391;0;N3;0;44866;0;0;0
4392;0,005714286;N3;3;44593;15;3,3;2
4392;0,104761905;N3;55;44713;275;60,5;3
4392;0,116190476;N3;61;44774;305;67,1;4
4392;0,118095238;N3;62;44866;310;68,2;4
4392;0,154285714;N3;81;44835;405;89,1;2
4392;0,158095238;N3;83;44562;415;91,3;4
4392;0,188571429;N3;99;44652;495;108,9;2
4392;0,321904762;N3;169;44743;845;185,9;3
4392;0,411428571;N3;216;44805;1080;237,6;4
4392;0,419047619;N3;220;44682;1100;242;2
4392;0,462857143;N3;243;44621;1215;267,3;8
4393;0,005714286;N3;3;44774;15;3,3;2
4393;0,078095238;N3;41;44713;205;45,1;1
4393;0,139047619;N3;73;44652;365;80,3;4
4393;0,182857143;N3;96;44593;480;105,6;3
4393;0,203809524;N3;107;44866;535;117,7;3
4393;0,23047619;N3;121;44562;605;133,1;4
4393;0,232380952;N3;122;44805;610;134,2;2
4393;0,316190476;N3;166;44682;830;182,6;4
4393;0,361904762;N3;190;44743;950;209;7
4393;0,540952381;N3;284;44835;1420;312,4;4
4393;0,843809524;N3;443;44621;2215;487,3;7
4401;0,053333333;N3;28;44593;140;35,28;1
4401;0,112380952;N3;59;44835;295;74,34;1
4401;0;N3;0;44562;0;0;0
4401;0;N3;0;44621;0;0;0
4401;0;N3;0;44652;0;0;0
4401;0;N3;0;44682;0;0;0
4401;0;N3;0;44713;0;0;0
4401;0;N3;0;44743;0;0;0
4401;0;N3;0;44774;0;0;0
4401;0;N3;0;44805;0;0;0
4401;0;N3;0;44866;0;0;0
4436;0,001904762;N3;1;44593;5;0,82;5
4436;0,003809524;N3;2;44835;10;1,64;2
4436;0,007619048;N3;4;44682;20;3,28;4
4436;0,007619048;N3;4;44805;20;3,28;3
4436;0,032380952;N3;17;44621;85;13,94;8
4436;0,051428571;N3;27;44866;135;22,14;8
4436;0,055238095;N3;29;44743;145;23,78;10
4436;0,068571429;N3;36;44774;180;29,52;7
4436;0,072380952;N3;38;44562;190;31,16;4
4436;0,091428571;N3;48;44713;240;39,36;6
4436;0,131428571;N3;69;44652;345;56,58;12
4441;0,001904762;N3;1;44774;5;0,9;1
4441;0,003809524;N3;2;44593;10;1,8;2
4441;0,003809524;N3;2;44835;10;1,8;2
4441;0,005714286;N3;3;44652;15;2,7;3
4441;0,00952381;N3;5;44743;25;4,5;4
4441;0,011428571;N3;6;44621;30;5,4;6
4441;0,017142857;N3;9;44713;45;8,1;6
4441;0,019047619;N3;10;44866;50;9;4
4441;0,026666667;N3;14;44682;70;12,6;7
4441;0;N3;0;44562;0;0;0
4441;0;N3;0;44805;0;0;0
4442;0,011428571;N3;6;44621;30;5,88;5
4442;0,019047619;N3;10;44835;50;9,8;8
4442;0,026666667;N3;14;44682;70;13,72;6
4442;0,032380952;N3;17;44562;85;16,66;3
4442;0,04;N3;21;44713;105;20,58;10
4442;0,04;N3;21;44866;105;20,58;10
4442;0,041904762;N3;22;44774;110;21,56;5
4442;0,057142857;N3;30;44652;150;29,4;9
4442;0,087619048;N3;46;44743;230;45,08;5
4442;0;N3;0;44593;0;0;7
4442;0;N3;0;44805;0;0;0
4443;0,074285714;N3;39;44866;195;46,02;9
4443;0,104761905;N3;55;44774;275;64,9;10
4443;0,106666667;N3;56;44835;280;66,08;15
4443;0,118095238;N3;62;44743;310;73,16;15
4443;0,142857143;N3;75;44805;375;88,5;7
4443;0,154285714;N3;81;44562;405;95,58;3
4443;0,16952381;N3;89;44713;445;105,02;16
4443;0,182857143;N3;96;44593;480;113,28;16
4443;0,20952381;N3;110;44682;550;129,8;13
4443;0,222857143;N3;117;44621;585;138,06;15
4443;0,224761905;N3;118;44652;590;139,24;13
4450;0,001904762;N3;1;44805;5;1,1;1
4450;0,003809524;N3;2;44835;10;2,2;2
4450;0,00952381;N3;5;44774;25;5,5;5
4450;0,011428571;N3;6;44593;30;6,6;4
4450;0,015238095;N3;8;44682;40;8,8;4
4450;0,019047619;N3;10;44621;50;11;9
4450;0,020952381;N3;11;44713;55;12,1;6
4450;0,022857143;N3;12;44866;60;13,2;9
4450;0,022857143;N3;12;44743;60;13,2;8
4450;0,026666667;N3;14;44562;70;15,4;9
4450;0,028571429;N3;15;44652;75;16,5;8
4451;0,03047619;N3;16;44743;80;19,04;12
4451;0,053333333;N3;28;44682;140;33,32;15
4451;0,078095238;N3;41;44805;205;48,79;8
4451;0,091428571;N3;48;44593;240;57,12;11
4451;0,095238095;N3;50;44774;250;59,5;6
4451;0,108571429;N3;57;44562;285;67,83;12
4451;0,11047619;N3;58;44621;290;69,02;15
4451;0,133333333;N3;70;44835;350;83,3;10
4451;0,16;N3;84;44713;420;99,96;16
4451;0,180952381;N3;95;44866;475;113,05;18
4451;0,299047619;N3;157;44652;785;186,83;20
4457;0,015238095;N3;8;44866;40;9,68;7
4457;0,022857143;N3;12;44562;60;14,52;8
4457;0,03047619;N3;16;44593;80;19,36;10
4457;0,032380952;N3;17;44835;85;20,57;12
4457;0,038095238;N3;20;44743;100;24,2;12
4457;0,045714286;N3;24;44621;120;29,04;14
4457;0,055238095;N3;29;44652;145;35,09;14
4457;0,059047619;N3;31;44805;155;37,51;8
4457;0,072380952;N3;38;44774;190;45,98;12
4457;0,100952381;N3;53;44682;265;64,13;17
4457;0,102857143;N3;54;44713;270;65,34;11
4458;0,026666667;N3;14;44866;70;19,04;10
4458;0,032380952;N3;17;44835;85;23,12;13
4458;0,04952381;N3;26;44743;130;35,36;13
4458;0,055238095;N3;29;44593;145;39,44;17
4458;0,062857143;N3;33;44621;165;44,88;17
4458;0,07047619;N3;37;44805;185;50,32;11
4458;0,07047619;N3;37;44562;185;50,32;6
4458;0,08952381;N3;47;44713;235;63,92;15
4458;0,091428571;N3;48;44682;240;65,28;19
4458;0,163809524;N3;86;44774;430;116,96;13
4458;0,2;N3;105;44652;525;142,8;20
4459;0,007619048;N3;4;44593;20;5,92;12
4459;0,007619048;N3;4;44835;20;5,92;3
4459;0,013333333;N3;7;44713;35;10,36;3
4459;0,015238095;N3;8;44652;40;11,84;7
4459;0,015238095;N3;8;44866;40;11,84;7
4459;0,015238095;N3;8;44805;40;11,84;6
4459;0,020952381;N3;11;44743;55;16,28;9
4459;0,022857143;N3;12;44774;60;17,76;5
4459;0,03047619;N3;16;44621;80;23,68;9
4459;0,074285714;N3;39;44682;195;57,72;14
4459;0;N3;0;44562;0;0;0
4460;0,020952381;N3;11;44866;55;18,26;10
4460;0,028571429;N3;15;44621;75;24,9;11
4460;0,045714286;N3;24;44743;120;39,84;13
4460;0,051428571;N3;27;44682;135;44,82;12
4460;0,068571429;N3;36;44805;180;59,76;16
4460;0,068571429;N3;36;44835;180;59,76;8
4460;0,123809524;N3;65;44713;325;107,9;10
4460;0,198095238;N3;104;44774;520;172,64;16
4460;0,198095238;N3;104;44562;520;172,64;10
4460;0,23047619;N3;121;44652;605;200,86;19
4460;0;N3;0;44593;0;0;9
4463;0,041904762;N3;22;44743;44;22,968;5
4463;0,083809524;N3;44;44562;88;45,936;11
4463;0,114285714;N3;60;44835;120;62,64;14
4463;0,125714286;N3;66;44774;132;68,904;14
4463;0,158095238;N3;83;44652;166;86,652;15
4463;0,163809524;N3;86;44682;172;89,784;14
4463;0,179047619;N3;94;44593;188;98,136;14
4463;0,232380952;N3;122;44621;244;127,368;19
4463;0,238095238;N3;125;44866;250;130,5;17
4463;0,243809524;N3;128;44805;256;133,632;15
4463;0,500952381;N3;263;44713;526;274,572;18
4465;0,003809524;N3;2;44562;10;2,92;2
4465;0,003809524;N3;2;44805;10;2,92;2
4465;0,005714286;N3;3;44835;15;4,38;3
4465;0,011428571;N3;6;44593;30;8,76;3
4465;0,020952381;N3;11;44743;55;16,06;6
4465;0,024761905;N3;13;44682;65;18,98;7
4465;0,038095238;N3;20;44652;100;29,2;5
4465;0,04;N3;21;44621;105;30,66;5
4465;0,041904762;N3;22;44866;110;32,12;6
4465;0,045714286;N3;24;44713;120;35,04;5
4465;0,047619048;N3;25;44774;125;36,5;8
4470;0,007619048;N3;4;44562;8;4,112;3
4470;0,019047619;N3;10;44593;20;10,28;6
4470;0,020952381;N3;11;44866;22;11,308;7
4470;0,026666667;N3;14;44743;28;14,392;6
4470;0,032380952;N3;17;44682;34;17,476;8
4470;0,034285714;N3;18;44621;36;18,504;9
4470;0,059047619;N3;31;44774;62;31,868;4
4470;0,059047619;N3;31;44805;62;31,868;3
4470;0,078095238;N3;41;44713;82;42,148;12
4470;0,083809524;N3;44;44835;88;45,232;6
4470;0,108571429;N3;57;44652;114;58,596;15
4471;0,003809524;N3;2;44835;4;2,368;2
4471;0,028571429;N3;15;44562;30;17,76;3
4471;0,053333333;N3;28;44682;56;33,152;9
4471;0,08;N3;42;44621;84;49,728;10
4471;0,091428571;N3;48;44713;96;56,832;8
4471;0,093333333;N3;49;44593;98;58,016;10
4471;0,121904762;N3;64;44774;128;75,776;11
4471;0,12952381;N3;68;44743;136;80,512;11
4471;0,137142857;N3;72;44866;144;85,248;7
4471;0,142857143;N3;75;44805;150;88,8;7
4471;0,165714286;N3;87;44652;174;103,008;13
4478;0,007619048;N3;4;44774;8;4,496;2
4478;0,00952381;N3;5;44835;10;5,62;5
4478;0,017142857;N3;9;44621;18;10,116;7
4478;0,017142857;N3;9;44743;18;10,116;7
4478;0,020952381;N3;11;44866;22;12,364;6
4478;0,024761905;N3;13;44562;26;14,612;1
4478;0,03047619;N3;16;44682;32;17,984;11
4478;0,032380952;N3;17;44713;34;19,108;6
4478;0,041904762;N3;22;44652;44;24,728;10
4478;0,055238095;N3;29;44593;58;32,596;7
4478;0,179047619;N3;94;44805;188;105,656;6
4479;0,00952381;N3;5;44805;10;6,2;5
4479;0,019047619;N3;10;44562;20;12,4;6
4479;0,028571429;N3;15;44593;30;18,6;7
4479;0,03047619;N3;16;44713;32;19,84;10
4479;0,038095238;N3;20;44621;40;24,8;13
4479;0,060952381;N3;32;44866;64;39,68;8
4479;0,068571429;N3;36;44682;72;44,64;12
4479;0,076190476;N3;40;44743;80;49,6;10
4479;0,108571429;N3;57;44835;114;70,68;11
4479;0,167619048;N3;88;44774;176;109,12;9
4479;0,266666667;N3;140;44652;280;173,6;13
4480;0,003809524;N3;2;44805;4;3;2
4480;0,013333333;N3;7;44562;14;10,5;3
4480;0,020952381;N3;11;44621;22;16,5;8
4480;0,022857143;N3;12;44593;24;18;10
4480;0,022857143;N3;12;44743;24;18;8
4480;0,032380952;N3;17;44652;34;25,5;11
4480;0,045714286;N3;24;44866;48;36;10
4480;0,057142857;N3;30;44713;60;45;9
4480;0,072380952;N3;38;44835;76;57;8
4480;0,087619048;N3;46;44774;92;69;9
4480;0,12;N3;63;44682;126;94,5;9
4508;0,019047619;N3;10;44835;50;10,65;2
4508;0,020952381;N3;11;44593;55;11,715;5
4508;0,022857143;N3;12;44682;60;12,78;6
4508;0,032380952;N3;17;44774;85;18,105;6
4508;0,036190476;N3;19;44713;95;20,235;9
4508;0,043809524;N3;23;44652;115;24,495;3
4508;0,045714286;N3;24;44866;120;25,56;8
4508;0,062857143;N3;33;44805;165;35,145;8
4508;0,100952381;N3;53;44621;265;56,445;11
4508;0,127619048;N3;67;44562;335;71,355;10
4508;0;N3;0;44743;0;0;0
4509;0,188571429;N3;99;44682;495;114,84;26
4509;0,24952381;N3;131;44562;655;151,96;24
4509;0,339047619;N3;178;44593;890;206,48;38
4509;0,354285714;N3;186;44835;930;215,76;40
4509;0,361904762;N3;190;44805;950;220,4;33
4509;0,441904762;N3;232;44621;1160;269,12;44
4509;0,460952381;N3;242;44713;1210;280,72;31
4509;0,571428571;N3;300;44743;1500;348;52
4509;0,674285714;N3;354;44774;1770;410,64;46
4509;0,777142857;N3;408;44652;2040;473,28;42
4509;0,815238095;N3;428;44866;2140;496,48;45
4511;0,087619048;N3;46;44682;230;65,09;5
4511;0,172464762;N3;91;44835;452,72;128,12;39
4511;0,219047619;N3;115;44593;575;162,725;29
4511;0,234285714;N3;123;44562;615;174,045;17
4511;0,246582857;N3;129;44805;647,28;183,18;23
4511;0,312380952;N3;164;44713;820;232,06;18
4511;0,348571429;N3;183;44621;915;258,945;35
4511;0,516190476;N3;271;44743;1355;383,465;33
4511;0,52952381;N3;278;44652;1390;393,37;30
4511;0,611428571;N3;321;44866;1605;454,215;41
4511;0,739047619;N3;388;44774;1940;549,02;43
4525;0,041904762;N3;22;44866;110;18,26;11
4525;0,074285714;N3;39;44621;195;32,37;22
4525;0,097142857;N3;51;44713;255;42,33;16
4525;0,112380952;N3;59;44805;295;48,97;15
4525;0,125714286;N3;66;44774;330;54,78;16
4525;0,131428571;N3;69;44562;345;57,27;11
4525;0,16;N3;84;44682;420;69,72;16
4525;0,171428571;N3;90;44743;450;74,7;15
4525;0,196190476;N3;103;44835;515;85,49;23
4525;0,207619048;N3;109;44652;545;90,47;24
4525;0,314285714;N3;165;44593;825;136,95;28
4526;0,001904762;N3;1;44652;5;0,83;1
4526;0,001904762;N3;1;44805;5;0,83;1
4526;0,005714286;N3;3;44774;15;2,49;2
4526;0,034285714;N3;18;44866;90;14,94;4
4526;0,043809524;N3;23;44682;115;19,09;3
4526;0;N3;0;44562;0;0;0
4526;0;N3;0;44593;0;0;0
4526;0;N3;0;44621;0;0;0
4526;0;N3;0;44713;0;0;0
4526;0;N3;0;44743;0;0;0
4526;0;N3;0;44835;0;0;0
4527;0,043809524;N3;23;44652;115;23;11
4527;0,043809524;N3;23;44743;115;23;10
4527;0,045714286;N3;24;44805;120;24;10
4527;0,04952381;N3;26;44593;130;26;15
4527;0,04952381;N3;26;44682;130;26;12
4527;0,055238095;N3;29;44562;145;29;6
4527;0,059047619;N3;31;44774;155;31;12
4527;0,064761905;N3;34;44621;170;34;12
4527;0,07047619;N3;37;44866;185;37;17
4527;0,074285714;N3;39;44713;195;39;12
4527;0,114285714;N3;60;44835;300;60;15
4532;0,026666667;N3;14;44743;70;11,83;3
4532;0,03047619;N3;16;44593;80;13,52;10
4532;0,038095238;N3;20;44562;100;16,9;5
4532;0,060952381;N3;32;44652;160;27,04;16
4532;0,07047619;N3;37;44774;185;31,265;6
4532;0,076190476;N3;40;44682;200;33,8;18
4532;0,08;N3;42;44835;210;35,49;10
4532;0,123809524;N3;65;44713;325;54,925;16
4532;0,182857143;N3;96;44805;480;81,12;23
4532;0,2;N3;105;44866;525;88,725;27
4532;0,226666667;N3;119;44621;595;100,555;17
4533;0,607619048;N3;319;44562;1595;315,81;46
4533;0,657142857;N3;345;44835;1725;341,55;75
4533;0,832380952;N3;437;44743;2185;432,63;100
4533;0,841904762;N3;442;44652;2210;437,58;76
4533;0,975238095;N3;512;44713;2560;506,88;76
4533;1,060952381;N3;557;44593;2785;551,43;82
4533;1,076190476;N3;565;44682;2825;559,35;102
4533;1,083809524;N3;569;44774;2845;563,31;93
4533;1,127619048;N3;592;44866;2960;586,08;102
4533;1,16952381;N3;614;44621;3070;607,86;91
4533;1,188571429;N3;624;44805;3120;617,76;104
4540;0,161904762;N3;85;44774;425;92,65;1
4540;0;N3;0;44562;0;0;0
4540;0;N3;0;44593;0;0;0
4540;0;N3;0;44621;0;0;0
4540;0;N3;0;44652;0;0;0
4540;0;N3;0;44682;0;0;0
4540;0;N3;0;44713;0;0;0
4540;0;N3;0;44743;0;0;0
4540;0;N3;0;44805;0;0;0
4540;0;N3;0;44835;0;0;0
4540;0;N3;0;44866;0;0;0
4561;0,020952381;N3;11;44805;55;8,91;1
4561;0,055238095;N3;29;44562;145;23,49;5
4561;0,072380952;N3;38;44652;190;30,78;5
4561;0,076190476;N3;40;44593;200;32,4;5
4561;0,106666667;N3;56;44682;280;45,36;4
4561;0,12952381;N3;68;44774;340;55,08;3
4561;0,133333333;N3;70;44866;350;56,7;6
